PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
125,Keldon Johnson,SAS,25,33,16,17,24.6,12.2,4.6,10.1,45.3,1.1,3.8,27.6,1.9,2.6,74.4,1.2,3.8,5.1,1.5,0.8,0.7,0.2,1.5,22.4,1.0,0.0
126,Buddy Hield,GSW,32,36,18,18,22.7,12.1,4.4,10.3,42.5,2.7,7.1,38.4,0.7,0.8,89.3,0.6,2.8,3.4,1.4,1.3,0.8,0.3,1.9,20.1,0.0,0.0
127,Terry Rozier,MIA,30,31,14,17,28.9,12.1,4.4,11.0,40.0,1.6,5.3,30.1,1.8,2.0,90.2,0.7,3.4,4.1,2.9,1.5,0.6,0.4,1.5,22.9,0.0,0.0
128,Brook Lopez,MIL,36,34,18,16,31.8,12.1,4.6,9.5,48.9,1.9,5.1,36.8,0.9,1.3,74.4,1.1,3.7,4.8,1.6,1.1,0.9,1.9,2.1,27.5,1.0,0.0
128,Tyus Jones,PHX,28,34,16,18,30.7,12.1,4.6,9.5,48.5,2.2,5.1,42.3,0.7,0.8,85.7,0.6,2.0,2.6,6.1,1.3,1.0,0.1,1.1,26.4,4.0,0.0
130,Julian Champagnie,SAS,23,36,18,18,27.4,12.1,4.1,9.6,43.3,2.6,7.0,37.8,1.2,1.3,89.4,0.8,3.9,4.6,1.3,1.1,0.8,0.5,1.5,22.4,0.0,0.0
131,Josh Giddey,CHI,22,32,16,16,27.5,12.0,4.6,10.3,44.1,1.2,3.8,32.0,1.7,2.3,73.6,1.4,5.6,7.0,6.8,2.7,1.0,0.5,1.4,32.3,7.0,2.0
132,Isaiah Hartenstein,OKC,26,20,19,1,30.1,12.0,5.1,9.0,56.7,0.0,0.5,0.0,1.8,2.7,64.8,2.7,9.6,12.2,4.0,1.9,0.9,1.4,2.9,37.5,13.0,0.0
133,Rui Hachimura,LAL,26,31,17,14,32.3,11.9,4.5,9.2,48.4,1.5,3.6,41.4,1.5,2.0,78.7,1.7,3.5,5.1,1.5,1.0,0.9,0.6,2.0,23.8,1.0,0.0
134,Jabari Smith Jr.,HOU,21,33,22,11,30.9,11.9,4.1,9.5,43.5,1.7,4.8,35.4,2.0,2.3,86.7,1.8,4.7,6.5,1.0,0.9,0.4,1.0,2.3,24.3,5.0,0.0
135,Jonas Valančiūnas,WAS,32,34,6,28,20.0,11.9,4.9,8.8,55.7,0.1,0.6,15.8,2.0,2.2,90.7,2.3,5.6,7.9,2.3,1.8,0.5,0.7,1.8,26.7,9.0,0.0
136,Jaylen Wells,MEM,21,37,24,13,25.8,11.8,4.2,9.5,44.2,1.9,5.0,37.8,1.5,1.8,82.4,1.1,2.4,3.5,1.7,1.2,0.5,0.1,1.8,19.5,1.0,0.0
137,Alexandre Sarr,WAS,19,31,5,26,27.1,11.7,4.4,10.8,40.8,1.4,4.5,31.2,1.5,2.3,64.8,1.9,4.6,6.5,2.3,1.6,0.6,1.6,2.7,28.2,4.0,0.0
138,Keegan Murray,SAC,24,34,16,18,35.5,11.7,4.5,10.9,41.4,1.7,5.6,30.2,1.0,1.1,87.2,2.2,5.2,7.4,1.4,0.9,0.7,0.8,2.9,26.3,10.0,0.0
139,Daniel Gafford,DAL,26,35,19,16,20.1,11.7,4.8,6.7,71.8,0.0,0.0,0.0,2.1,3.1,66.7,2.4,3.6,6.0,1.1,1.1,0.5,1.4,2.5,25.1,2.0,0.0
140,Corey Kispert,WAS,25,29,5,24,27.0,11.5,4.1,9.4,43.8,2.0,5.8,34.9,1.2,1.4,85.0,0.5,2.6,3.1,1.6,1.1,0.5,0.2,1.7,18.5,0.0,0.0
141,Caris LeVert,CLE,30,29,27,2,23.9,11.4,4.0,8.1,49.6,1.8,3.9,44.7,1.6,2.4,67.1,0.5,2.3,2.8,3.8,1.3,1.0,0.5,1.3,23.6,0.0,0.0
142,Tari Eason,HOU,23,24,16,8,22.8,11.3,4.4,9.2,47.5,1.0,3.0,31.5,1.5,2.0,75.5,2.1,4.2,6.3,1.0,0.8,1.9,1.0,2.5,28.3,2.0,0.0
143,Duncan Robinson,MIA,30,33,16,17,23.3,11.2,4.0,9.4,42.8,2.6,6.7,38.6,0.6,0.7,87.0,0.3,2.0,2.3,2.8,0.9,0.5,0.1,2.0,19.1,0.0,0.0
144,Brandon Boston,NOP,23,34,5,29,25.0,11.2,4.1,9.4,44.2,1.2,3.5,34.5,1.7,2.1,83.1,0.6,2.8,3.4,2.6,1.3,1.4,0.2,1.8,22.7,0.0,0.0
145,Scotty Pippen Jr.,MEM,24,37,24,13,22.8,11.0,4.1,8.6,47.2,1.2,3.2,38.3,1.6,2.2,69.9,0.8,2.7,3.5,4.9,2.1,1.2,0.4,2.5,25.2,6.0,1.0
146,Ochai Agbaji,TOR,24,36,8,28,30.0,10.9,4.4,8.7,50.3,1.6,4.1,40.4,0.5,0.8,67.9,0.9,2.9,3.9,1.8,0.8,0.8,0.5,2.3,21.6,0.0,0.0
147,Naji Marshall,DAL,26,28,16,12,23.8,10.9,4.3,8.6,50.0,0.8,2.7,30.7,1.5,1.8,87.8,1.0,2.4,3.4,2.2,1.4,0.9,0.1,1.4,19.9,0.0,0.0
148,Harrison Barnes,SAS,32,36,18,18,27.9,10.9,3.7,7.6,48.0,1.5,3.6,41.4,2.1,2.6,80.0,1.5,2.3,3.8,1.6,0.6,0.3,0.2,0.9,18.6,1.0,0.0
149,Onyeka Okongwu,ATL,24,30,15,15,23.6,10.9,4.3,8.0,53.9,0.4,1.6,22.4,1.9,2.4,76.7,2.5,4.3,6.8,1.5,0.7,0.7,0.8,2.3,25.2,6.0,0.0
150,Zaccharie Risacher,ATL,19,37,19,18,24.0,10.9,4.1,10.1,40.5,1.2,4.3,28.5,1.5,2.1,70.9,1.3,2.2,3.5,1.2,1.2,0.8,0.6,2.1,19.8,0.0,0.0
151,Bogdan Bogdanović,ATL,32,16,9,7,25.5,10.9,3.8,9.3,40.3,2.1,6.3,34.0,1.3,1.3,95.2,0.6,2.3,2.9,2.3,1.8,0.9,0.3,2.5,19.7,0.0,0.0
152,Stephon Castle,SAS,20,35,17,18,24.6,10.9,3.9,9.9,39.0,1.0,3.7,26.4,2.2,3.1,71.0,0.6,1.8,2.5,3.7,1.8,0.8,0.3,1.7,20.8,0.0,0.0
153,Scoot Henderson,POR,20,28,10,18,25.7,10.8,3.8,9.5,40.4,1.0,3.4,30.9,2.1,2.8,75.9,0.7,2.3,2.9,5.1,2.7,1.1,0.3,2.6,23.4,1.0,0.0
154,Herbert Jones,NOP,26,19,5,14,33.1,10.8,3.9,8.9,44.4,1.2,3.7,31.0,1.7,2.1,82.5,1.2,2.9,4.1,3.4,1.8,1.8,0.5,3.4,25.9,0.0,0.0
155,Walker Kessler,UTA,23,29,8,21,29.6,10.7,4.6,6.4,71.1,0.1,0.1,50.0,1.5,2.7,55.8,4.2,7.0,11.2,1.7,1.4,0.5,2.6,2.2,34.5,15.0,0.0
156,Amir Coffey,LAC,27,35,20,15,24.9,10.7,3.7,7.7,48.9,1.7,3.9,44.5,1.4,1.7,86.2,0.6,2.1,2.7,1.2,0.7,0.5,0.1,1.6,16.7,0.0,0.0
157,T.J. McConnell,IND,32,36,19,17,19.4,10.6,4.8,8.8,55.1,0.2,0.7,29.2,0.8,1.1,71.8,0.6,1.9,2.5,4.2,1.6,1.2,0.3,1.1,22.7,1.0,0.0
158,Zach Edey,MEM,22,23,13,10,21.4,10.6,4.4,7.4,59.4,0.4,1.0,39.1,1.4,2.2,62.7,3.5,4.1,7.7,1.0,1.7,0.7,1.1,2.7,25.0,4.0,0.0
159,Jordan Hawkins,NOP,22,21,5,16,22.9,10.5,3.4,10.0,34.3,1.9,5.8,32.0,1.8,2.1,86.4,0.3,2.4,2.8,1.0,0.9,0.4,0.6,0.8,17.3,0.0,0.0
160,Tim Hardaway Jr.,DET,32,33,16,17,27.9,10.5,3.5,8.3,42.3,2.0,5.5,36.3,1.5,1.8,82.8,0.2,1.7,1.9,1.6,0.6,0.4,0.0,1.4,15.6,0.0,0.0
161,Andrew Nembhard,IND,24,22,14,8,27.4,10.5,3.9,8.4,46.7,0.9,2.5,35.2,1.8,2.1,84.8,0.5,2.7,3.2,4.9,1.7,0.8,0.1,2.0,22.8,0.0,0.0
162,Royce O'Neale,PHX,31,31,15,16,26.3,10.5,3.7,8.3,44.7,2.5,5.7,44.1,0.5,0.7,76.2,1.0,4.6,5.6,2.4,1.0,1.0,0.6,2.3,24.4,0.0,0.0
163,Obi Toppin,IND,26,34,17,17,19.7,10.4,4.0,7.2,55.3,1.2,3.4,35.7,1.2,1.4,85.4,0.8,3.3,4.1,1.6,0.7,0.8,0.4,1.5,20.4,0.0,0.0
164,Quentin Grimes,DAL,24,35,20,15,22.6,10.4,3.6,7.7,46.9,1.7,4.3,40.7,1.4,1.9,75.4,0.8,3.4,4.2,2.1,1.2,0.7,0.3,1.6,20.0,0.0,0.0
165,Grant Williams,CHA,26,16,6,10,29.9,10.4,3.4,7.7,43.9,1.7,4.6,36.5,1.9,2.3,83.8,1.1,4.0,5.1,2.3,1.8,1.1,0.8,2.9,24.1,0.0,0.0
166,De'Anthony Melton,BKN,26,6,4,2,20.2,10.3,3.7,9.0,40.7,2.2,5.8,37.1,0.8,1.3,62.5,1.0,2.3,3.3,2.8,1.7,1.2,0.3,3.0,21.4,1.0,0.0
167,Grayson Allen,PHX,29,26,14,12,23.9,10.3,3.2,7.8,41.4,2.2,5.7,38.8,1.7,2.0,82.7,0.7,2.5,3.2,1.8,1.0,0.8,0.3,1.5,19.4,1.0,0.0
168,Justin Champagnie,WAS,23,17,4,13,25.5,10.2,4.1,7.5,53.9,1.4,3.6,39.3,0.7,1.1,63.2,2.2,4.3,6.5,1.2,1.2,1.2,0.8,2.5,24.8,2.0,0.0
169,Patrick Williams,CHI,23,26,13,13,27.5,10.0,3.5,8.7,40.0,1.8,4.8,38.4,1.3,1.5,86.8,0.8,3.4,4.2,2.3,1.5,0.9,0.6,1.3,21.4,1.0,0.0
170,Rudy Gobert,MIN,32,36,19,17,33.6,10.0,3.9,6.2,62.1,0.0,0.0,0.0,2.3,3.4,68.6,3.4,7.2,10.6,1.7,1.5,0.6,1.5,2.6,30.2,14.0,0.0
171,Donte DiVincenzo,MIN,27,36,19,17,25.8,10.0,3.4,8.8,38.7,2.3,6.6,35.3,0.9,1.1,84.2,0.4,3.1,3.5,3.4,1.7,1.2,0.2,1.6,21.7,0.0,0.0
171,Kawhi Leonard,LAC,33,2,1,1,20.1,10.0,3.5,11.0,31.8,2.5,5.0,50.0,0.5,1.5,33.3,1.0,1.5,2.5,1.5,1.5,1.0,0.0,1.0,16.8,0.0,0.0
171,Ty Jerome,CLE,27,34,30,4,17.7,10.0,3.6,7.4,49.0,1.4,3.3,41.6,1.3,1.5,90.0,0.6,1.6,2.2,3.5,1.1,1.1,0.0,1.5,20.4,0.0,0.0
174,Chris Boucher,TOR,31,31,8,23,17.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
